diff,distance,value
906864,6.663583486,1396
906869,6.655836822,1476
906958,6.59461951,1820
906899,6.598018052,1662
906918,6.598301629,1793
906913,6.597964859,1780
906904,6.597517455,1723
906909,6.597393583,1764
906953,6.595154461,1811
906933,6.59664771,1837
906923,6.597925635,1815
906928,6.597023497,1822
906948,6.595295379,1791
906938,6.596506584,1814
906943,6.595821192,1797
906992,6.590978768,1763
906972,6.592770934,1845
906962,6.594253484,1803
906967,6.593718657,1822
906987,6.591522978,1795
906977,6.592301774,1858
906982,6.591992136,1835
907007,6.590688041,1791
906997,6.59082867,1777
907002,6.590678582,1785
907271,6.581633014,1706
907065,6.585706067,1644
907011,6.590537976,1736
907026,6.58929009,1663
907144,6.582083937,1751
907021,6.589599688,1698
907016,6.590228376,1725
907061,6.585940634,1660
907041,6.587573078,1630
907031,6.588980496,1645
907036,6.588117237,1621
907056,6.586015642,1642
907046,6.587028924,1637
907051,6.586484776,1650
907139,6.582243491,1751
907100,6.583585423,1712
907080,6.585236935,1698
907070,6.585471501,1670
907075,6.585311941,1696
907095,6.583979549,1707
907085,6.584767803,1707
907090,6.584373676,1710
907134,6.582403048,1741
907114,6.582637615,1754
907105,6.583191297,1724
907110,6.582797172,1724
907129,6.582487597,1751
907119,6.582562605,1738
907124,6.582562605,1748
907212,6.580967092,1736
907173,6.581051613,1685
907154,6.581689815,1716
907149,6.581689815,1718
907168,6.581051613,1699
907159,6.581370711,1703
907163,6.581211161,1716
907208,6.580967092,1736
907188,6.581126637,1693
907178,6.581051613,1704
907183,6.581051613,1698
907203,6.581126637,1703
907193,6.581126637,1710
907198,6.581126637,1718
907242,6.581117151,1681
907222,6.580967092,1711
907217,6.580967092,1744
907237,6.58104212,1692
907227,6.581201663,1732
907232,6.58104212,1708
907261,6.581642435,1673
907252,6.581342258,1665
907247,6.581192184,1674
907257,6.581492341,1660
907266,6.581717485,1678
1585436,63.40219924,89
1585430,63.40219924,90
1585426,63.40219924,98
1585420,63.40219924,99
1585414,63.40219924,108
1585410,63.40219924,107
1585404,63.40219924,112
1585400,63.40219924,112
1585394,63.40219924,109
1585390,63.40219924,110
1585384,63.40189268,114
1585380,63.39487002,118
1585374,63.37062044,112
1585370,63.35085078,116
1585364,63.32301754,110
1585360,63.31096985,107
1585354,63.30735705,100
1585350,63.30321347,102
1585344,63.28192293,103
1585340,63.26168038,108
1585334,63.2275436,109
1585330,63.20686524,103
1585324,63.17718698,100
1585320,63.15669871,98
1585314,63.12616522,103
1585310,63.10326601,100
1585304,63.07002074,98
1585300,63.05081107,100
1585294,63.03279063,102
1585288,63.01616201,110
1585284,62.99995328,105
1585278,62.96625631,101
1585274,62.94211129,100
1585268,62.90700089,107
1585264,62.88491772,107
1585258,62.85551499,103
1585254,62.83979327,104
1585248,62.81848393,99
1585244,62.81872831,105
1585238,62.82812347,105
1585234,62.82812347,109
1585228,62.82812347,108
1585224,62.82812347,102
1585218,62.82812347,98
1585214,62.82812347,98
1585208,62.82812347,99
1585204,62.82968203,101
1585198,62.84628865,105
1585194,62.87917911,106
1585188,62.95370784,116
1585184,63.00510779,116
1585178,63.08157493,118
1585174,63.12770225,112
1585168,63.19695307,107
1585162,63.26314798,115
1585158,63.29725076,118
1585152,63.32604452,123
1585148,63.32857973,123
1585142,63.32857973,121
1585138,63.32857973,124
1585132,63.32857973,117
1585128,63.32857973,113
1585122,63.32857973,114
1585118,63.32857973,111
1585112,63.32857973,108
1585108,63.32857973,105
1585102,63.32857973,106
1585098,63.32857973,103
1585092,63.33332155,96
1585088,63.35200281,90
1585082,63.40291566,90
1585078,63.44061548,89
1585072,63.50108016,92
1585068,63.54529793,87
1585062,63.61826571,81
1585058,63.66436897,77
1585052,63.7197925,81
1585048,63.74578943,85
1585042,63.76646105,85
1585036,63.76815047,87
1585032,63.76815047,89
1585026,63.76815047,86
1585022,63.76815047,87
1585016,63.76815047,86
1585012,63.76815047,87
1585006,63.76839459,88
1585002,63.77366254,91
1584996,63.80564507,94
1584992,63.84437602,95
1584986,63.91433092,88
1584982,63.96157901,89
1584976,64.02727795,90
1584972,64.06630235,88
1584966,64.12658382,90
1584962,64.16748781,92
1584956,64.22628358,92
1584952,64.25831923,86
1584946,64.29285914,88
1584942,64.30308118,82
1584936,64.30383789,79
1584932,64.30381348,74
1584926,64.30354388,84
1584920,64.30417127,88
1584916,64.30556533,87
1584910,64.32697233,88
1584906,64.35608216,95
1584900,64.40536966,92
1584896,64.42883834,89
1584890,64.41573347,95
1584886,64.39648804,91
1584880,64.3773744,96
1584876,64.36083677,98
1584870,64.35256733,101
1584866,64.38544193,93
1584860,64.43616714,85
1584856,64.4478856,84
1584850,64.3878854,87
1584846,64.32860673,85
1584840,64.23675248,90
1584836,64.17249364,99
1584830,64.05797249,103
1584826,63.97190238,105
1584820,63.83707352,110
1584816,63.74569558,112
1584810,63.61004032,107
1584804,63.47831314,109
1584800,63.39261194,108
1584794,63.26586907,109
1584790,63.18277145,105
1584784,63.059465,103
1584780,62.97510061,96
1584774,62.84409599,95
1584770,62.75073798,93
1584764,62.60836079,103
1584760,62.5025645,91
1584754,62.32949791,95
1584750,62.21296274,106
1584744,62.03723138,118
1584740,61.92279109,125
1584734,61.754108,126
1584730,61.64162057,128
1584724,61.47260419,126
1584720,61.35615317,136
1584714,61.17833609,144
1584710,61.05883432,145
1584704,60.88331447,146
1584700,60.77000483,156
1584694,60.60684666,150
1584688,60.45582127,158
1584684,60.37282145,153
1584678,60.28529316,156
1584674,60.24735638,169
1584668,60.20150084,174
1584664,60.17693727,181
1584658,60.14834761,183
1584654,60.13198094,174
1584648,60.11091587,178
1584644,60.0970575,174
1584638,60.07720522,179
1584634,60.06428639,187
1584628,60.04584896,177
1584628,61.75331602,147
1584624,60.03303813,165
1584623,61.7535433,146
1584618,60.01405486,156
1584618,61.76088968,148
1584614,60.00149214,138
1584614,61.78186511,146
1584609,61.81212601,145
1584608,59.98320094,131
1584604,59.97124924,120
1584604,61.83065745,151
1584599,61.86483695,153
1584598,59.95210495,106
1584594,59.93733367,94
1584594,61.90369539,158
1584589,61.9230184,157
1584588,59.91124514,80
1584584,59.88995322,74
1584584,61.9651759,154
1584579,62.03511745,153
1584578,59.84837109,69
1584574,62.10740171,150
1584570,62.1643144,144
1584565,62.23755175,153
1584560,62.3133193,155
1584555,62.38747143,151
1584550,62.45165736,154
1584545,62.48983297,167
1584540,62.49888366,186
1584535,62.49888366,201
1584530,62.49888366,218
1584528,59.18509001,161
1584526,62.49888366,232
1584522,59.0664746,163
1584521,62.49888366,239
1584518,58.9839603,162
1584516,62.50255363,252
1584512,58.85912359,163
1584511,62.52890403,258
1584508,58.77689211,149
1584506,62.55448079,271
1584502,58.65134123,137
1584501,62.57171152,281
1584498,58.56672006,135
1584496,62.60098076,290
1584492,58.44855272,121
1584491,62.66203137,294
1584488,58.37495428,116
1584486,62.73585585,279
1584482,58.27856938,115
1584482,62.79431689,263
1584478,58.22337558,110
1584477,62.86670197,252
1584472,58.15446835,106
1584472,62.93484268,226
1584468,58.1206412,108
1584467,62.99921015,222
1584462,58.09292193,110
1584462,63.05881985,211
1584457,63.11273116,198
1584456,58.09320941,111
1584452,58.10789209,119
1584452,63.16103404,201
1584447,63.20553168,190
1584446,58.1480188,122
1584442,58.18360784,125
1584442,63.24145734,192
1584438,63.25994379,194
1584436,58.24579243,120
1584433,63.25374495,205
1584432,58.29241796,127
1584428,63.23862464,218
1584426,58.36801421,128
1584423,63.23842082,221
1584422,58.41914452,130
1584418,63.25614918,213
1584416,58.49167232,133
1584413,63.27668665,225
1584412,58.53720749,136
1584408,63.2866974,229
1584406,58.60075585,138
1584403,63.33722709,235
1584402,58.64511168,145
1584398,63.39382276,233
1584396,58.7135247,145
1584394,63.42847252,237
1584392,58.76043476,137
1584389,63.47435479,232
1584386,58.83145008,133
1584384,63.50516026,224
1584382,58.87173236,140
1584379,63.51682006,220
1584376,58.9184021,152
1584374,63.52894943,208
1584372,58.94061979,151
1584369,63.53691686,208
1584366,58.96475512,160
1584364,63.54812071,206
1584362,58.9690265,167
1584359,63.57495996,214
1584356,58.96567996,167
1584354,63.60639684,198
1584352,58.9557024,165
1584349,63.62545484,183
1584346,58.92693826,158
1584345,63.6429939,177
1584340,58.88512754,155
1584340,63.63676438,172
1584336,58.84987544,152
1584335,63.63497915,166
1584330,58.78737552,156
1584330,63.65885777,161
1584326,58.73953692,159
1584325,63.70283377,158
1584320,58.66117234,163
1584320,63.73809398,154
1584316,58.60679601,156
1584315,63.74867131,153
1584310,58.52226155,153
1584310,63.77286337,137
1584306,58.46521568,146
1584305,63.80526795,135
1584301,63.82212982,131
1584300,58.38116801,137
1584296,58.32711122,136
1584296,63.84063712,136
1584291,63.88493115,146
1584290,58.25601663,138
1584286,58.21645238,144
1584286,63.93531939,140
1584281,63.98228448,142
1584280,58.17180439,146
1584276,58.14911444,152
1584276,64.01409662,145
1584271,64.03962503,144
1584270,58.1228317,155
1584266,58.1040477,159
1584266,64.09636085,151
1584261,64.15991416,153
1584260,58.06333682,159
1584257,64.20932618,154
1584256,58.02445601,169
1584252,64.27063202,161
1584250,57.95562196,177
1584247,64.33173483,167
1584246,57.90853968,178
1584242,64.39149549,169
1584240,57.85616605,175
1584237,64.44748546,168
1584236,57.84435788,177
1584232,64.49109419,172
1584230,57.85313982,179
1584227,64.51954752,174
1584224,57.86701384,185
1584222,64.52206414,174
1584220,57.86571391,182
1584217,64.52206414,177
1584214,57.84250171,176
1584213,64.52206414,199
1584210,57.81759686,166
1584208,64.52217854,191
1584204,57.77531172,166
1584203,64.52332248,197
1584200,57.75851206,166
1584198,64.53189543,191
1584194,57.75755784,156
1584193,64.5380708,190
1584190,57.77683438,155
1584188,64.53818521,190
1584184,57.83269631,154
1584183,64.54070098,185
1584180,57.88502126,162
1584178,64.55808341,191
1584174,57.97066219,170
1584173,64.58736848,188
1584170,58.01852412,169
1584169,64.61094574,194
1584164,58.06847744,162
1584164,64.6430015,194
1584160,58.08841839,163
1584159,64.68549326,186
1584154,58.09979463,175
1584154,64.73419656,171
1584150,58.09612211,182
1584149,64.78224194,172
1584144,58.07161289,185
1584144,64.82756038,170
1584140,58.04343395,178
1584139,64.87232961,175
1584134,57.98623488,191
1584134,64.92068744,175
1584130,57.94597224,194
1584129,64.9738957,173
1584125,65.02137487,180
1584124,57.89524384,201
1584120,65.08635263,174
1584118,57.86260613,200
1584115,65.15193279,167
1584114,57.8539125,204
1584110,65.21661539,165
1584108,57.8498001,203
1584105,65.27602128,173
1584104,57.84205543,203
1584100,65.31702243,172
1584098,57.81216464,193
1584095,65.33164843,170
1584094,57.78246335,185
1584090,65.33164843,175
1584088,57.7194702,182
1584085,65.33164843,184
1584084,57.67025052,181
1584081,65.33164843,189
1584078,57.60027568,184
1584076,65.33164843,192
1584074,57.56821451,177
1584071,65.33164843,200
1584068,57.55226083,175
1584066,65.33176369,197
1584064,57.56576838,172
1584061,65.33902028,202
1584058,57.60983839,174
1584056,65.37577141,206
1584054,57.63533213,162
1584051,65.413809,207
1584048,57.63686961,165
1584046,65.45392142,207
1584044,57.60755975,165
1584041,65.48884922,212
1584038,57.53960332,175
1584037,65.49909967,218
1584034,57.49547825,187
1584032,65.49909967,213
1584028,57.45723277,202
1584027,65.49909967,198
1584024,57.44901517,207
1584022,65.49921507,190
1584018,57.45347093,212
1584017,65.50221079,186
1584012,57.46585044,211
1584012,65.52377729,169
1584008,57.47255842,216
1584007,65.57452896,165
1584002,57.47283841,217
1584002,65.6309578,157
1583998,57.46208637,221
1583997,65.68635873,155
1583993,65.72840344,151
1583992,57.43339957,221
1583988,57.41231095,222
1583988,65.78167534,137
1583983,65.83948701,136
1583982,57.38200796,223
1583978,57.36350457,225
1583978,65.9002147,124
1583973,65.95777376,124
1583972,57.33025638,210
1583968,57.30850746,199
1583968,66.01233338,126
1583963,66.06917234,125
1583962,57.27840296,196
1583958,57.27207692,199
1583958,66.12608228,127
1583953,66.18157678,135
1583952,57.30276199,204
1583949,66.21954806,139
1583948,57.34805082,202
1583944,66.24447679,142
1583942,57.44796626,200
1583939,66.26836939,143
1583938,57.53366762,202
1583934,66.29931474,149
1583932,57.68222077,202
1583929,66.32598758,162
1583928,57.78995419,200
1583924,66.34433208,158
1583922,57.9554685,201
1583919,66.34851338,165
1583918,58.06125958,196
1583914,66.35314156,158
1583912,58.20042977,199
1583909,66.36990665,156
1583906,58.30910526,194
1583905,66.38916706,159
1583902,58.36553493,185
1583900,66.41798708,152
1583896,58.42295129,172
1583895,66.44706777,147
1583892,58.44584717,160
1583890,66.46969278,144
1583886,58.46392798,157
1583885,66.48539697,142
1583882,58.47350172,158
1583880,66.49200911,135
1583876,58.49657677,152
1583875,66.4965652,129
1583872,58.52135433,155
1583870,66.51400238,122
1583866,58.56722255,149
1583865,66.53228638,116
1583862,58.59477133,150
1583861,66.5405779,120
1583856,58.62389196,154
1583856,66.57675588,125
1583852,58.63477977,154
1583851,66.62089857,125
1583846,58.63882824,159
1583846,66.65152923,119
1583842,58.63249596,168
1583841,66.66729158,122
1583836,58.60903981,170
1583836,66.67993181,128
1583832,58.58526531,170
1583831,66.66401946,127
1583826,58.53690623,162
1583826,66.6370696,132
1583822,58.49909728,160
1583821,66.62082203,142
1583817,66.61991864,143
1583816,58.44622745,153
1583812,58.41888404,149
1583812,66.61980127,141
1583807,66.61897084,147
1583806,58.3859302,152
1583802,66.62034377,141
1583800,58.36655833,150
1583797,66.61654318,134
1583796,58.36105392,147
1583792,66.61598242,134
1583790,58.36420825,148
1583787,66.61448423,137
1583786,58.37316199,141
1583782,66.59397985,137
1583780,58.39725745,134
1583776,58.41709038,128
1583770,58.44647413,135
1583766,58.46422359,134
1583760,58.48767619,137
1583756,58.50091784,137
1583750,58.51776275,139
1583746,58.52695979,140
1583740,58.53912328,137
1583736,58.54642321,139
1583730,58.55911087,129
1583726,58.57149155,128
1583720,58.59475381,128
1583716,58.6148824,136
1583710,58.64931044,141
1583706,58.67197493,146
1583700,58.69755738,148
1583696,58.70565547,160
1583690,58.70491086,155
1583684,58.68769514,158
1583680,58.66723255,165
1583674,58.62889886,164
1583670,58.60348095,171
1583664,58.57019514,171
1583660,58.55145006,167
1583654,58.53085101,169
1583650,58.5224245,154
1583644,58.51666805,156
1583640,58.51589778,158
1583634,58.51711023,151
1583630,58.51842811,151
1583624,58.51898812,151
1583620,58.51720254,139
1583614,58.51172767,136
1583610,58.50366528,131
1583604,58.48723051,131
1583600,58.47394982,139
1583594,58.45160359,131
1583590,58.43499499,134
1583584,58.40768565,133
1583580,58.38743191,128
1583574,58.35836278,132
1583568,58.3303136,131
1583564,58.31236763,130
1583558,58.2867252,139
1583554,58.27032371,146
1583548,58.24927938,153
1583544,58.24062539,157
1583538,58.23595716,154
1583534,58.23900076,161
1583528,58.24897759,161
1583524,58.26025942,156
1583518,58.2850757,158
1583514,58.30803351,156
1583508,58.34923346,158
1583504,58.38082549,148
1583498,58.43374218,149
1583494,58.47429804,146
1583488,58.5449397,145
1583484,58.59761681,146
1583478,58.68321663,153
1583474,58.74186492,153
1583468,58.83177011,155
1583462,58.92553311,164
1583458,58.98934027,164
1583452,59.08730665,161
1583448,59.14975048,160
1583442,59.23849671,179
1583438,59.29273139,181
1583432,59.36558084,179
1583428,59.40826169,189
1583422,59.46388207,193
1583418,59.49688606,194
1583412,59.53848515,197
1583408,59.56165,201
1583402,59.5870993,201
1583398,59.5959757,196
1583392,59.59871774,193
1583388,59.59890833,197
1583382,59.6062095,184
1583378,59.62417321,178
1583372,59.67284544,185
1583368,59.71978946,173
1583362,59.8011146,171
1583356,59.88496834,165
1583352,59.93680784,165
1583346,60.0052857,164
1583342,60.0424283,155
1583336,60.08820127,157
1583332,60.11365231,164
1583326,60.14572727,166
1583322,60.16351396,165
1583316,60.18803087,165
1583312,60.20330416,152
1583306,60.22745595,159
1583302,60.24654505,158
1583296,60.28151563,155
1583292,60.30867774,148
1583286,60.36332852,146
1583282,60.41033445,148
1583276,60.49188999,154
1583272,60.55374503,144
1583266,60.65172905,139
1583262,60.71959301,138
1583256,60.82230106,135
1583250,60.92233785,137
1583246,60.98864556,134
1583240,61.08709239,135
1583236,61.1521562,144
1583230,61.25353845,138
1583226,61.32404927,129
1583220,61.43337069,129
1583216,61.50426028,129
1583210,61.5931507,133
1583206,61.64288643,139
1583200,61.70344093,141
1583196,61.73640415,141
1583190,61.77918186,147
1583186,61.8055628,141
1583180,61.84504288,135
1583176,61.87445469,124
1583170,61.925892,131
1583166,61.97191561,140
1583160,62.04980737,138
1583156,62.10710666,129
1583150,62.20271808,127
1583146,62.27444329,124
1583140,62.3894663,121
1583134,62.51363491,127
1583130,62.60054361,120
1583124,62.73337514,123
1583120,62.82269693,124
1583114,62.95643881,126
1583110,63.04719456,124
1583104,63.18111134,118
1583100,63.26767169,121
1583094,63.38773534,116
1583090,63.46303759,119
1583084,63.56769426,113
1583080,63.63275204,115
1583074,63.72065752,110
1583070,63.77099374,114
1583064,63.83524505,114
1583060,63.8701349,113
1583054,63.90788092,116
1583050,63.92314398,116
1583044,63.93347991,118
1583040,63.93277481,118
1583034,63.92216739,123
1583030,63.91056881,122
1583024,63.88880383,123
1583018,63.8615567,124
1583014,63.84593224,126
1583008,63.82298692,123
1583004,63.81204748,123
1582998,63.80304314,124
1582994,63.80444189,128
1582988,63.81879941,132
1582984,63.83505252,144
1582978,63.86735512,142
1582974,63.89202004,143
1582968,63.93665531,142
1582964,63.96887133,144
1582958,64.01417612,146
1582954,64.04083053,151
1582948,64.07313741,164
1582944,64.08749145,159
1582938,64.099835,166
1582934,64.10137899,168
1582928,64.08498008,169
1582924,64.06431985,165
1582918,64.0205672,168
1582912,63.95930598,175
1582908,63.90839656,177
1582902,63.81635337,178
1582898,63.7468444,170
1582892,63.63894785,159
1582888,63.56828551,142
1582882,63.46616643,147
1582878,63.4063762,138
1582872,63.33582728,121
1582868,63.3034232,120
1582862,63.3036215,113
1582858,63.31913018,111
1582852,63.30958044,105
1582848,63.30030204,103
1582842,63.28722237,94
1582838,63.27835927,98
1582832,63.26648646,106
1582828,63.26499332,115
1582822,63.2648471,114
1582818,63.2645316,113
1582812,63.26455466,120
1582806,63.26433926,113
1582802,63.26433926,111
1582796,63.26450854,112
1582792,63.2645316,117
1582786,63.26467782,117
1582782,63.2649472,123
1582776,63.26509342,126
1582772,63.2649472,126
1582766,63.2649472,126
1582762,63.2649472,129
1582756,63.26480098,125
1582752,63.26480098,123
1582746,63.26448548,123
1582742,63.26433926,124
1582736,63.26431621,123
1582732,63.26429315,113
1582726,63.26443937,113
1582722,63.26443937,116
1582716,63.26480887,121
1582712,63.26420884,117
1582706,63.26413969,118
1582702,63.26426286,125
1582696,63.26247006,135
1582690,63.26277046,144
1582686,63.26277046,155
1582680,63.26277046,168
1582676,63.26277046,169
1582670,63.26277046,180
1582666,63.26277046,181
1582660,63.26172387,182
1582656,63.24848771,178
1582650,63.215127,184
1582646,63.18759057,192
1582640,63.13646446,186
1582636,63.0925244,186
1582630,63.02423522,186
1582626,62.97957661,181
1582620,62.91950745,170
1582616,62.88017829,173
1582610,62.82019306,167
1582606,62.7800438,174
1582600,62.72679375,178
1582596,62.69275516,180
1582590,62.64235749,172
1582586,62.60690836,165
1582580,62.55287211,157
1582574,62.49097052,155
1582570,62.45006393,152
1582564,62.39671609,147
1582560,62.36446308,147
1582554,62.32627729,140
1582550,62.30720551,146
1582544,62.29314522,142
1582540,62.28866877,141
1582534,62.29458246,138
1582530,62.2995973,140
1582524,62.30573029,137
1582520,62.30786468,144
1582514,62.30195484,140
1582510,62.29002558,134
1582504,62.26103297,131
1582500,62.24000621,126
1582494,62.21064004,127
1582490,62.18890018,113
1582484,62.15867786,107
1582480,62.13584617,100
1582474,62.10527059,92
1582470,62.09187239,89
1582464,62.08374902,82
1582458,62.08894635,75
1582454,62.09563577,69
1582448,62.1114804,74
1582444,62.12111204,74
1582438,62.13072716,74
1582434,62.13061459,71
1582428,62.11668188,76
1582424,62.09866139,75
1582418,62.05843707,73
1582414,62.02593345,72
1582408,61.96983667,73
1582404,61.93387071,76
1582398,61.8875029,71
1582394,61.86063145,75
1582388,61.83125126,68
1582384,61.81941321,69
1582378,61.81361539,71
1582374,61.81621811,78
1582368,61.83136497,78
1582364,61.84984738,78
1582358,61.8878791,80
1582354,61.91740693,81
1582348,61.96131402,77
1582342,62.0082785,75
1582338,62.03354082,81
1582332,62.06567888,88
1582328,62.09605898,87
1582322,62.13068617,84
1582318,62.10097423,80
1582312,62.01171763,74
1582308,61.94951079,79
1582302,61.86447981,75
1582298,61.83102376,74
1582292,61.79524149,78
1582288,61.77385172,83
1582282,61.7309985,81
1582278,61.69407294,78
1582272,61.66554431,70
1582268,61.6706973,68
1582262,61.6706973,71
1582258,61.6706973,77
1582252,61.67134662,74
1582248,61.68244204,66
1582242,61.72694004,69
1582236,61.77997227,68
1582232,61.81378548,62
1582226,61.84913161,56
1582222,61.85393539,56
1582216,61.8479202,57
1582212,61.8479202,62
1582206,61.84796479,68
1582202,61.84709645,72
1582196,61.8238864,71
1582192,61.79347659,74
1582186,61.74271512,74
1582182,61.70658008,69
1582176,61.65709591,72
1582172,61.63635054,78
1582166,61.61553719,84
1582162,61.61397106,84
1582156,61.60708915,83
1582152,61.59978526,76
1582146,61.59964224,72
1582142,61.59689373,66
1582136,61.56955199,61
1582130,61.50934197,61
1582126,61.45910673,62
1582120,61.37032092,68
1582116,61.30214878,67
1582110,61.19362408,66
1582106,61.12236654,61
1582100,61.02214741,61
1582096,60.9679129,62
1582090,60.93834096,64
1582086,60.9373617,66
1582080,60.93482383,65
1582076,60.93429693,70
1582070,60.93485438,69
1582066,60.93608909,66
1582060,60.93825048,60
1582056,60.93974933,62
1582050,60.93981067,63
1582046,60.92343692,69
1582040,60.8312646,70
1582036,60.76764148,72
1582030,60.68751385,72
1582026,60.64260359,72
1582020,60.5840997,73
1582014,60.54725038,71
1582010,60.54537597,73
1582004,60.54261475,78
1582000,60.54252862,82
1581994,60.54172792,76
1581990,60.54193868,73
1581984,60.54246313,70
1581980,60.53872499,69
1581974,60.50314171,67
1581970,60.46388333,65
1581964,60.39654477,65
1581960,60.34870957,69
1581954,60.27770246,70
1581950,60.23331832,70
1581944,60.15495474,73
1581940,60.10561902,75
1581934,60.04482029,74
1581930,60.01767586,74
1581924,60.01400513,70
1581920,60.0141945,68
1581914,60.01452663,64
1581908,60.01504814,67
1581904,60.01571239,62
1581898,60.01690103,63
1581894,60.01704378,62
1581888,60.01704666,60
1581884,60.01676693,52
1581878,60.01477708,48
1581874,60.00743285,52
1581868,59.97324208,52
1581864,59.93476249,54
1581858,59.86772625,55
1581854,59.81535337,56
1581848,59.73550842,57
1581844,59.69329816,60
1581838,59.64733224,58
1581834,59.62789458,56
1581828,59.59857028,53
1581824,59.58235116,55
1581818,59.55951326,55
1581814,59.54410488,50
1581808,59.52277987,52
1581802,59.50689472,54
1581798,59.49879495,54
1581792,59.49824877,58
1581788,59.4942162,58
1581782,59.47938744,55
1581778,59.46740309,53
1581772,59.4444511,58
1581768,59.43111239,59
1581762,59.41396637,57
1581758,59.41066872,57
1581752,59.40956769,59
1581748,59.40816868,56
1581742,59.40840325,51
1581738,59.40854536,57
1581732,59.40835359,53
1581728,59.40806935,49
1581722,59.40773546,50
1581718,59.40745123,50
1581712,59.40702488,46
1581706,59.40683311,50
1581702,59.40649921,52
1581696,59.4048007,53
1581692,59.40342921,52
1581686,59.40379902,50
1581682,59.40416883,52
1581676,59.40383494,48
1581672,59.40349418,52
1581666,59.39972208,58
1581662,59.3881695,61
1581656,59.38674833,61
1581652,59.38556174,60
1581646,59.38294028,56
1581642,59.3848152,58
1581636,59.38706854,56
1581632,59.36612212,57
1581626,59.32504146,60
1581622,59.31145341,64
1581616,59.30967431,62
1581612,59.28145354,61
1581606,59.23472683,59
1581600,59.19967972,57
1581596,59.18936433,59
1581590,59.21490542,58
1581586,59.18591884,60
1581580,59.17489216,57
1581576,59.16064155,61
1581570,59.11260647,60
1581566,59.0851461,57
1581560,59.0509977,54
1581556,59.05723995,54
1581550,59.06287536,52
1581546,59.05702136,48
1581540,59.05260234,48
1581536,59.05209755,42
1424857,46.64258891,44
1424853,46.64292159,42
1424847,46.64222589,43
1424843,46.64195364,41
1424837,46.64174192,43
1424833,46.64149993,48
1424827,46.64153013,58
1424823,46.64249794,64
1424817,46.64243744,66
1424813,46.64213497,67
1424807,46.63932215,70
1424803,46.63684206,72
1424797,46.63139795,72
1424793,46.62471452,77
1424787,46.61552393,81
1424783,46.59432152,82
1424777,46.54701489,78
1424773,46.53034819,73
1424767,46.53247525,64
1424763,46.52685581,56
1424757,46.51647965,53
1424753,46.5097802,53
1424747,46.50037708,53
1424741,46.48435216,47
1424737,46.45696312,49
1424731,46.39051021,50
1424727,46.36783517,48
1424721,46.33723503,46
1424717,46.31966501,48
1424711,46.29503919,51
1424707,46.29413032,50
1424701,46.29573722,50
1424697,46.29716236,56
1424691,46.29752591,58
1424687,46.2973732,59
1424681,46.29962003,65
1424677,46.29951124,67
1424671,46.26385469,71
1424667,46.21049223,71
1424661,46.12557173,78
1424657,46.07269586,79
1424651,46.01799225,80
1424647,45.99915021,81
1424641,45.98106327,87
1424637,45.96882426,83
1424631,45.95286716,82
1424627,45.94491064,80
1424621,45.94498134,84
1424615,45.96152348,84
1424611,45.97031225,80
1424605,45.97492201,79
1424601,45.97494089,75
1424595,45.97960674,76
1424591,45.98743719,77
1424585,46.00375687,83
1424581,46.01793685,82
1424575,46.03570658,84
1424571,46.03395869,85
1424565,46.01860845,84
1424561,46.00821472,76
1424555,46.00016668,76
1424551,45.99907683,78
1424545,45.99922649,75
1424541,46.00153706,71
1424535,46.01125794,67
1424531,46.02424209,66
1424525,46.03768384,61
1424521,46.02183801,59
1424515,46.01624468,59
1424511,46.01660496,55
1424505,46.01765087,53
1424501,46.01981258,53
1424495,46.01869136,50
1424489,46.02428146,44
1424485,46.02811114,45
1424479,46.0489757,47
1424475,46.06046758,48
1424469,46.04666749,47
1424465,46.02301835,45
1424459,46.02068172,48
1424455,46.02068172,47
1424449,46.02068172,45
1424445,46.02068172,49
1424439,46.02086182,52
1424435,46.02086182,49
1424429,46.02086182,52
1424425,46.02086182,53
1424419,46.02089691,53
1424415,46.02089691,51
1424409,46.02068172,55
1424405,46.02068172,53
1424399,46.02046653,49
1424395,46.02064663,49
1424389,46.02043144,60
1424385,46.02025134,57
1424379,46.02025134,61
1424375,46.02025134,68
1424369,46.02007124,65
1424363,46.02007124,68
1424359,46.02007124,66
1424353,46.02028643,72
1424349,46.02028643,66
1424343,46.02014143,69
1424339,46.02014143,66
1424333,46.02032153,64
1424329,46.02032153,59
1424323,46.02050162,59
1424319,46.02032153,51
1424313,46.02028643,49
1424309,46.02025134,54
1424303,46.02003615,50
1424299,46.01985605,50
1424293,46.01982096,49
1424289,46.01982096,49
1424283,46.01982096,51
1424279,46.01960577,53
1424273,46.01960577,52
1424269,46.01957068,50
1424263,46.01957068,52
1424259,46.01960577,55
1424253,46.01960577,52
1424249,46.01960577,51
1424243,46.01942567,50
1424237,46.01939058,52
1424233,46.01939058,51
1424227,46.01953558,52
1424223,46.01971568,47
1424217,46.01971568,46
1424213,46.01971568,48
1424207,46.01971568,47
1424203,46.01975077,43
1424197,46.01978587,40
1424193,46.01978587,40
1424187,46.01982096,38
1424183,46.01982096,40
1424177,46.01985605,41
1424173,46.01967595,40
1424167,46.01971105,42
1424163,46.01956604,44
1424157,46.01963623,46
1424153,46.01952633,51
1424147,46.01938133,52
1424143,46.01941642,58
1424137,46.01927142,59
1424133,46.01927142,62
1424127,46.01945152,61
1424123,46.01963162,61
1424117,46.01981171,62
